id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,characteristics_ch1.3,molecule_ch1,extract_protocol_ch1,extract_protocol_ch1.1,extract_protocol_ch1.2,taxid_ch1,description,data_processing,data_processing.1,data_processing.2,data_processing.3,data_processing.4,platform_id,contact_name,contact_email,contact_phone,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,relation.1,supplementary_file_1,cdna synthesis:ch1,cell type:ch1,library prep:ch1,strain:ch1
Gmp.R2.2,GMP cell R2.2,GSM1721367,Public on Aug 26 2016,Jun 24 2015,May 15 2019,SRA,1,Bone Marrow,Mus musculus,cell type: GMP Progenitors,strain: C57BL/6,cdna synthesis: Fluidigm C1 protocol,"library prep: Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",total RNA,"Cells were harvested from bone marrow.  Femurs, tibias and iliac crest were harvested immediately after euthanasia and put in cold PBS+2%FBS. Bones were crushed with mortar and pestle, filtered and washed in cold PBS+2%FBS, then enriched using CD117 MicroBeads on a Automacs Pro separator (Miltenyi, San Diego, CA). CD117+ cells were stained with CD16/32-PerCp-ef710 (clone 93), CD3-biotin (clone 145-2C11), CD4-biotin (clone RM4-5), CD8-biotin (clone 53-6.7), CD11b-biotin (clone M1/70), CD19-biotin (clone 6D5), Gr1-biotin (clone RB6-8C5), Ter119-biotin (clone Ter-119) CD45R-biotin (clone RA3-6B2), CD117-APC (clone 2B8), Sca-1-Pe-Cy7 (clone D7), CD34-BV421 (clone RAM34), CD115-BV605 (clone TR15-12F1 2.2), CD135-PE (A2F10.1), CCR3-FITC (clone 83101), SiglecF (clone E50-2440) and Gr1-FITC (clone RB6-8C5). Cell sorting was performed on MoFloXDP (Beckman Coulter, Brea, CA) or BD FACSAria II with a 100μm nozzleand subjected to flow cytrometric sorting of Lin- CD117+ Sca1- CD16/32+ CD34+ cells (GMP).","cDNA was made with Clontech SMARTer® Kit “the mRNA Seq: RT + Amp (1771x), Libraries were constructed using Nextera XT DNA Library Preparation Kit",Single cells were separated using Fluidigm C1 system,10090,Lin- CD117+ Sca1- CD16/32+ CD34+,RNA reads were aligned to the reference mm9 mouse genome using Bowtie2.,Single-cell and matched bulk sorted RNA-Seq were analyzed using RSEM to estimate transcripts per million mapped reads (TPM) for all genes.,Differentially expressed genes were identified using AltAnalyze using a FDR adjusted empirical Bayes moderated t-test p<0.05.,Genome_build: mm9,Supplementary_files_format_and_content: Tab-delimited text file of log2 (incremented by 1 before log2) TPM RSEM expression values,GPL17021,"H. Leighton,,Grimes",Lee.Grimes@cchmc.org,513-636-6089,Grimes,Immunobiology,Cincinnati Childrens Hospital Medical Center,3333 Burnet Ave. MLC 7038,Cincinnati,OH,45229,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03792584,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1072546,NONE,Fluidigm C1 protocol,GMP Progenitors,"Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",C57BL/6
Gmp.R2.3,GMP cell R2.3,GSM1721368,Public on Aug 26 2016,Jun 24 2015,May 15 2019,SRA,1,Bone Marrow,Mus musculus,cell type: GMP Progenitors,strain: C57BL/6,cdna synthesis: Fluidigm C1 protocol,"library prep: Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",total RNA,"Cells were harvested from bone marrow.  Femurs, tibias and iliac crest were harvested immediately after euthanasia and put in cold PBS+2%FBS. Bones were crushed with mortar and pestle, filtered and washed in cold PBS+2%FBS, then enriched using CD117 MicroBeads on a Automacs Pro separator (Miltenyi, San Diego, CA). CD117+ cells were stained with CD16/32-PerCp-ef710 (clone 93), CD3-biotin (clone 145-2C11), CD4-biotin (clone RM4-5), CD8-biotin (clone 53-6.7), CD11b-biotin (clone M1/70), CD19-biotin (clone 6D5), Gr1-biotin (clone RB6-8C5), Ter119-biotin (clone Ter-119) CD45R-biotin (clone RA3-6B2), CD117-APC (clone 2B8), Sca-1-Pe-Cy7 (clone D7), CD34-BV421 (clone RAM34), CD115-BV605 (clone TR15-12F1 2.2), CD135-PE (A2F10.1), CCR3-FITC (clone 83101), SiglecF (clone E50-2440) and Gr1-FITC (clone RB6-8C5). Cell sorting was performed on MoFloXDP (Beckman Coulter, Brea, CA) or BD FACSAria II with a 100μm nozzleand subjected to flow cytrometric sorting of Lin- CD117+ Sca1- CD16/32+ CD34+ cells (GMP).","cDNA was made with Clontech SMARTer® Kit “the mRNA Seq: RT + Amp (1771x), Libraries were constructed using Nextera XT DNA Library Preparation Kit",Single cells were separated using Fluidigm C1 system,10090,Lin- CD117+ Sca1- CD16/32+ CD34+,RNA reads were aligned to the reference mm9 mouse genome using Bowtie2.,Single-cell and matched bulk sorted RNA-Seq were analyzed using RSEM to estimate transcripts per million mapped reads (TPM) for all genes.,Differentially expressed genes were identified using AltAnalyze using a FDR adjusted empirical Bayes moderated t-test p<0.05.,Genome_build: mm9,Supplementary_files_format_and_content: Tab-delimited text file of log2 (incremented by 1 before log2) TPM RSEM expression values,GPL17021,"H. Leighton,,Grimes",Lee.Grimes@cchmc.org,513-636-6089,Grimes,Immunobiology,Cincinnati Childrens Hospital Medical Center,3333 Burnet Ave. MLC 7038,Cincinnati,OH,45229,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03792585,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1072547,NONE,Fluidigm C1 protocol,GMP Progenitors,"Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",C57BL/6
Gmp.R2.4,GMP cell R2.4,GSM1721369,Public on Aug 26 2016,Jun 24 2015,May 15 2019,SRA,1,Bone Marrow,Mus musculus,cell type: GMP Progenitors,strain: C57BL/6,cdna synthesis: Fluidigm C1 protocol,"library prep: Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",total RNA,"Cells were harvested from bone marrow.  Femurs, tibias and iliac crest were harvested immediately after euthanasia and put in cold PBS+2%FBS. Bones were crushed with mortar and pestle, filtered and washed in cold PBS+2%FBS, then enriched using CD117 MicroBeads on a Automacs Pro separator (Miltenyi, San Diego, CA). CD117+ cells were stained with CD16/32-PerCp-ef710 (clone 93), CD3-biotin (clone 145-2C11), CD4-biotin (clone RM4-5), CD8-biotin (clone 53-6.7), CD11b-biotin (clone M1/70), CD19-biotin (clone 6D5), Gr1-biotin (clone RB6-8C5), Ter119-biotin (clone Ter-119) CD45R-biotin (clone RA3-6B2), CD117-APC (clone 2B8), Sca-1-Pe-Cy7 (clone D7), CD34-BV421 (clone RAM34), CD115-BV605 (clone TR15-12F1 2.2), CD135-PE (A2F10.1), CCR3-FITC (clone 83101), SiglecF (clone E50-2440) and Gr1-FITC (clone RB6-8C5). Cell sorting was performed on MoFloXDP (Beckman Coulter, Brea, CA) or BD FACSAria II with a 100μm nozzleand subjected to flow cytrometric sorting of Lin- CD117+ Sca1- CD16/32+ CD34+ cells (GMP).","cDNA was made with Clontech SMARTer® Kit “the mRNA Seq: RT + Amp (1771x), Libraries were constructed using Nextera XT DNA Library Preparation Kit",Single cells were separated using Fluidigm C1 system,10090,Lin- CD117+ Sca1- CD16/32+ CD34+,RNA reads were aligned to the reference mm9 mouse genome using Bowtie2.,Single-cell and matched bulk sorted RNA-Seq were analyzed using RSEM to estimate transcripts per million mapped reads (TPM) for all genes.,Differentially expressed genes were identified using AltAnalyze using a FDR adjusted empirical Bayes moderated t-test p<0.05.,Genome_build: mm9,Supplementary_files_format_and_content: Tab-delimited text file of log2 (incremented by 1 before log2) TPM RSEM expression values,GPL17021,"H. Leighton,,Grimes",Lee.Grimes@cchmc.org,513-636-6089,Grimes,Immunobiology,Cincinnati Childrens Hospital Medical Center,3333 Burnet Ave. MLC 7038,Cincinnati,OH,45229,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03792586,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1072548,NONE,Fluidigm C1 protocol,GMP Progenitors,"Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",C57BL/6
Gmp.R2.5,GMP cell R2.5,GSM1721370,Public on Aug 26 2016,Jun 24 2015,May 15 2019,SRA,1,Bone Marrow,Mus musculus,cell type: GMP Progenitors,strain: C57BL/6,cdna synthesis: Fluidigm C1 protocol,"library prep: Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",total RNA,"Cells were harvested from bone marrow.  Femurs, tibias and iliac crest were harvested immediately after euthanasia and put in cold PBS+2%FBS. Bones were crushed with mortar and pestle, filtered and washed in cold PBS+2%FBS, then enriched using CD117 MicroBeads on a Automacs Pro separator (Miltenyi, San Diego, CA). CD117+ cells were stained with CD16/32-PerCp-ef710 (clone 93), CD3-biotin (clone 145-2C11), CD4-biotin (clone RM4-5), CD8-biotin (clone 53-6.7), CD11b-biotin (clone M1/70), CD19-biotin (clone 6D5), Gr1-biotin (clone RB6-8C5), Ter119-biotin (clone Ter-119) CD45R-biotin (clone RA3-6B2), CD117-APC (clone 2B8), Sca-1-Pe-Cy7 (clone D7), CD34-BV421 (clone RAM34), CD115-BV605 (clone TR15-12F1 2.2), CD135-PE (A2F10.1), CCR3-FITC (clone 83101), SiglecF (clone E50-2440) and Gr1-FITC (clone RB6-8C5). Cell sorting was performed on MoFloXDP (Beckman Coulter, Brea, CA) or BD FACSAria II with a 100μm nozzleand subjected to flow cytrometric sorting of Lin- CD117+ Sca1- CD16/32+ CD34+ cells (GMP).","cDNA was made with Clontech SMARTer® Kit “the mRNA Seq: RT + Amp (1771x), Libraries were constructed using Nextera XT DNA Library Preparation Kit",Single cells were separated using Fluidigm C1 system,10090,Lin- CD117+ Sca1- CD16/32+ CD34+,RNA reads were aligned to the reference mm9 mouse genome using Bowtie2.,Single-cell and matched bulk sorted RNA-Seq were analyzed using RSEM to estimate transcripts per million mapped reads (TPM) for all genes.,Differentially expressed genes were identified using AltAnalyze using a FDR adjusted empirical Bayes moderated t-test p<0.05.,Genome_build: mm9,Supplementary_files_format_and_content: Tab-delimited text file of log2 (incremented by 1 before log2) TPM RSEM expression values,GPL17021,"H. Leighton,,Grimes",Lee.Grimes@cchmc.org,513-636-6089,Grimes,Immunobiology,Cincinnati Childrens Hospital Medical Center,3333 Burnet Ave. MLC 7038,Cincinnati,OH,45229,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03792587,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1072549,NONE,Fluidigm C1 protocol,GMP Progenitors,"Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",C57BL/6
Gmp.R2.6,GMP cell R2.6,GSM1721371,Public on Aug 26 2016,Jun 24 2015,May 15 2019,SRA,1,Bone Marrow,Mus musculus,cell type: GMP Progenitors,strain: C57BL/6,cdna synthesis: Fluidigm C1 protocol,"library prep: Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",total RNA,"Cells were harvested from bone marrow.  Femurs, tibias and iliac crest were harvested immediately after euthanasia and put in cold PBS+2%FBS. Bones were crushed with mortar and pestle, filtered and washed in cold PBS+2%FBS, then enriched using CD117 MicroBeads on a Automacs Pro separator (Miltenyi, San Diego, CA). CD117+ cells were stained with CD16/32-PerCp-ef710 (clone 93), CD3-biotin (clone 145-2C11), CD4-biotin (clone RM4-5), CD8-biotin (clone 53-6.7), CD11b-biotin (clone M1/70), CD19-biotin (clone 6D5), Gr1-biotin (clone RB6-8C5), Ter119-biotin (clone Ter-119) CD45R-biotin (clone RA3-6B2), CD117-APC (clone 2B8), Sca-1-Pe-Cy7 (clone D7), CD34-BV421 (clone RAM34), CD115-BV605 (clone TR15-12F1 2.2), CD135-PE (A2F10.1), CCR3-FITC (clone 83101), SiglecF (clone E50-2440) and Gr1-FITC (clone RB6-8C5). Cell sorting was performed on MoFloXDP (Beckman Coulter, Brea, CA) or BD FACSAria II with a 100μm nozzleand subjected to flow cytrometric sorting of Lin- CD117+ Sca1- CD16/32+ CD34+ cells (GMP).","cDNA was made with Clontech SMARTer® Kit “the mRNA Seq: RT + Amp (1771x), Libraries were constructed using Nextera XT DNA Library Preparation Kit",Single cells were separated using Fluidigm C1 system,10090,Lin- CD117+ Sca1- CD16/32+ CD34+,RNA reads were aligned to the reference mm9 mouse genome using Bowtie2.,Single-cell and matched bulk sorted RNA-Seq were analyzed using RSEM to estimate transcripts per million mapped reads (TPM) for all genes.,Differentially expressed genes were identified using AltAnalyze using a FDR adjusted empirical Bayes moderated t-test p<0.05.,Genome_build: mm9,Supplementary_files_format_and_content: Tab-delimited text file of log2 (incremented by 1 before log2) TPM RSEM expression values,GPL17021,"H. Leighton,,Grimes",Lee.Grimes@cchmc.org,513-636-6089,Grimes,Immunobiology,Cincinnati Childrens Hospital Medical Center,3333 Burnet Ave. MLC 7038,Cincinnati,OH,45229,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03792588,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1072550,NONE,Fluidigm C1 protocol,GMP Progenitors,"Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",C57BL/6
Gmp.R2.7,GMP cell R2.7,GSM1721372,Public on Aug 26 2016,Jun 24 2015,May 15 2019,SRA,1,Bone Marrow,Mus musculus,cell type: GMP Progenitors,strain: C57BL/6,cdna synthesis: Fluidigm C1 protocol,"library prep: Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",total RNA,"Cells were harvested from bone marrow.  Femurs, tibias and iliac crest were harvested immediately after euthanasia and put in cold PBS+2%FBS. Bones were crushed with mortar and pestle, filtered and washed in cold PBS+2%FBS, then enriched using CD117 MicroBeads on a Automacs Pro separator (Miltenyi, San Diego, CA). CD117+ cells were stained with CD16/32-PerCp-ef710 (clone 93), CD3-biotin (clone 145-2C11), CD4-biotin (clone RM4-5), CD8-biotin (clone 53-6.7), CD11b-biotin (clone M1/70), CD19-biotin (clone 6D5), Gr1-biotin (clone RB6-8C5), Ter119-biotin (clone Ter-119) CD45R-biotin (clone RA3-6B2), CD117-APC (clone 2B8), Sca-1-Pe-Cy7 (clone D7), CD34-BV421 (clone RAM34), CD115-BV605 (clone TR15-12F1 2.2), CD135-PE (A2F10.1), CCR3-FITC (clone 83101), SiglecF (clone E50-2440) and Gr1-FITC (clone RB6-8C5). Cell sorting was performed on MoFloXDP (Beckman Coulter, Brea, CA) or BD FACSAria II with a 100μm nozzleand subjected to flow cytrometric sorting of Lin- CD117+ Sca1- CD16/32+ CD34+ cells (GMP).","cDNA was made with Clontech SMARTer® Kit “the mRNA Seq: RT + Amp (1771x), Libraries were constructed using Nextera XT DNA Library Preparation Kit",Single cells were separated using Fluidigm C1 system,10090,Lin- CD117+ Sca1- CD16/32+ CD34+,RNA reads were aligned to the reference mm9 mouse genome using Bowtie2.,Single-cell and matched bulk sorted RNA-Seq were analyzed using RSEM to estimate transcripts per million mapped reads (TPM) for all genes.,Differentially expressed genes were identified using AltAnalyze using a FDR adjusted empirical Bayes moderated t-test p<0.05.,Genome_build: mm9,Supplementary_files_format_and_content: Tab-delimited text file of log2 (incremented by 1 before log2) TPM RSEM expression values,GPL17021,"H. Leighton,,Grimes",Lee.Grimes@cchmc.org,513-636-6089,Grimes,Immunobiology,Cincinnati Childrens Hospital Medical Center,3333 Burnet Ave. MLC 7038,Cincinnati,OH,45229,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03792589,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1072551,NONE,Fluidigm C1 protocol,GMP Progenitors,"Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",C57BL/6
Gmp.R2.8,GMP cell R2.8,GSM1721373,Public on Aug 26 2016,Jun 24 2015,May 15 2019,SRA,1,Bone Marrow,Mus musculus,cell type: GMP Progenitors,strain: C57BL/6,cdna synthesis: Fluidigm C1 protocol,"library prep: Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",total RNA,"Cells were harvested from bone marrow.  Femurs, tibias and iliac crest were harvested immediately after euthanasia and put in cold PBS+2%FBS. Bones were crushed with mortar and pestle, filtered and washed in cold PBS+2%FBS, then enriched using CD117 MicroBeads on a Automacs Pro separator (Miltenyi, San Diego, CA). CD117+ cells were stained with CD16/32-PerCp-ef710 (clone 93), CD3-biotin (clone 145-2C11), CD4-biotin (clone RM4-5), CD8-biotin (clone 53-6.7), CD11b-biotin (clone M1/70), CD19-biotin (clone 6D5), Gr1-biotin (clone RB6-8C5), Ter119-biotin (clone Ter-119) CD45R-biotin (clone RA3-6B2), CD117-APC (clone 2B8), Sca-1-Pe-Cy7 (clone D7), CD34-BV421 (clone RAM34), CD115-BV605 (clone TR15-12F1 2.2), CD135-PE (A2F10.1), CCR3-FITC (clone 83101), SiglecF (clone E50-2440) and Gr1-FITC (clone RB6-8C5). Cell sorting was performed on MoFloXDP (Beckman Coulter, Brea, CA) or BD FACSAria II with a 100μm nozzleand subjected to flow cytrometric sorting of Lin- CD117+ Sca1- CD16/32+ CD34+ cells (GMP).","cDNA was made with Clontech SMARTer® Kit “the mRNA Seq: RT + Amp (1771x), Libraries were constructed using Nextera XT DNA Library Preparation Kit",Single cells were separated using Fluidigm C1 system,10090,Lin- CD117+ Sca1- CD16/32+ CD34+,RNA reads were aligned to the reference mm9 mouse genome using Bowtie2.,Single-cell and matched bulk sorted RNA-Seq were analyzed using RSEM to estimate transcripts per million mapped reads (TPM) for all genes.,Differentially expressed genes were identified using AltAnalyze using a FDR adjusted empirical Bayes moderated t-test p<0.05.,Genome_build: mm9,Supplementary_files_format_and_content: Tab-delimited text file of log2 (incremented by 1 before log2) TPM RSEM expression values,GPL17021,"H. Leighton,,Grimes",Lee.Grimes@cchmc.org,513-636-6089,Grimes,Immunobiology,Cincinnati Childrens Hospital Medical Center,3333 Burnet Ave. MLC 7038,Cincinnati,OH,45229,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03792590,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1072552,NONE,Fluidigm C1 protocol,GMP Progenitors,"Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",C57BL/6
Gmp.R2.9,GMP cell R2.9,GSM1721374,Public on Aug 26 2016,Jun 24 2015,May 15 2019,SRA,1,Bone Marrow,Mus musculus,cell type: GMP Progenitors,strain: C57BL/6,cdna synthesis: Fluidigm C1 protocol,"library prep: Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",total RNA,"Cells were harvested from bone marrow.  Femurs, tibias and iliac crest were harvested immediately after euthanasia and put in cold PBS+2%FBS. Bones were crushed with mortar and pestle, filtered and washed in cold PBS+2%FBS, then enriched using CD117 MicroBeads on a Automacs Pro separator (Miltenyi, San Diego, CA). CD117+ cells were stained with CD16/32-PerCp-ef710 (clone 93), CD3-biotin (clone 145-2C11), CD4-biotin (clone RM4-5), CD8-biotin (clone 53-6.7), CD11b-biotin (clone M1/70), CD19-biotin (clone 6D5), Gr1-biotin (clone RB6-8C5), Ter119-biotin (clone Ter-119) CD45R-biotin (clone RA3-6B2), CD117-APC (clone 2B8), Sca-1-Pe-Cy7 (clone D7), CD34-BV421 (clone RAM34), CD115-BV605 (clone TR15-12F1 2.2), CD135-PE (A2F10.1), CCR3-FITC (clone 83101), SiglecF (clone E50-2440) and Gr1-FITC (clone RB6-8C5). Cell sorting was performed on MoFloXDP (Beckman Coulter, Brea, CA) or BD FACSAria II with a 100μm nozzleand subjected to flow cytrometric sorting of Lin- CD117+ Sca1- CD16/32+ CD34+ cells (GMP).","cDNA was made with Clontech SMARTer® Kit “the mRNA Seq: RT + Amp (1771x), Libraries were constructed using Nextera XT DNA Library Preparation Kit",Single cells were separated using Fluidigm C1 system,10090,Lin- CD117+ Sca1- CD16/32+ CD34+,RNA reads were aligned to the reference mm9 mouse genome using Bowtie2.,Single-cell and matched bulk sorted RNA-Seq were analyzed using RSEM to estimate transcripts per million mapped reads (TPM) for all genes.,Differentially expressed genes were identified using AltAnalyze using a FDR adjusted empirical Bayes moderated t-test p<0.05.,Genome_build: mm9,Supplementary_files_format_and_content: Tab-delimited text file of log2 (incremented by 1 before log2) TPM RSEM expression values,GPL17021,"H. Leighton,,Grimes",Lee.Grimes@cchmc.org,513-636-6089,Grimes,Immunobiology,Cincinnati Childrens Hospital Medical Center,3333 Burnet Ave. MLC 7038,Cincinnati,OH,45229,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03792591,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1072553,NONE,Fluidigm C1 protocol,GMP Progenitors,"Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",C57BL/6
Gmp.R2.10,GMP cell R2.10,GSM1721375,Public on Aug 26 2016,Jun 24 2015,May 15 2019,SRA,1,Bone Marrow,Mus musculus,cell type: GMP Progenitors,strain: C57BL/6,cdna synthesis: Fluidigm C1 protocol,"library prep: Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",total RNA,"Cells were harvested from bone marrow.  Femurs, tibias and iliac crest were harvested immediately after euthanasia and put in cold PBS+2%FBS. Bones were crushed with mortar and pestle, filtered and washed in cold PBS+2%FBS, then enriched using CD117 MicroBeads on a Automacs Pro separator (Miltenyi, San Diego, CA). CD117+ cells were stained with CD16/32-PerCp-ef710 (clone 93), CD3-biotin (clone 145-2C11), CD4-biotin (clone RM4-5), CD8-biotin (clone 53-6.7), CD11b-biotin (clone M1/70), CD19-biotin (clone 6D5), Gr1-biotin (clone RB6-8C5), Ter119-biotin (clone Ter-119) CD45R-biotin (clone RA3-6B2), CD117-APC (clone 2B8), Sca-1-Pe-Cy7 (clone D7), CD34-BV421 (clone RAM34), CD115-BV605 (clone TR15-12F1 2.2), CD135-PE (A2F10.1), CCR3-FITC (clone 83101), SiglecF (clone E50-2440) and Gr1-FITC (clone RB6-8C5). Cell sorting was performed on MoFloXDP (Beckman Coulter, Brea, CA) or BD FACSAria II with a 100μm nozzleand subjected to flow cytrometric sorting of Lin- CD117+ Sca1- CD16/32+ CD34+ cells (GMP).","cDNA was made with Clontech SMARTer® Kit “the mRNA Seq: RT + Amp (1771x), Libraries were constructed using Nextera XT DNA Library Preparation Kit",Single cells were separated using Fluidigm C1 system,10090,Lin- CD117+ Sca1- CD16/32+ CD34+,RNA reads were aligned to the reference mm9 mouse genome using Bowtie2.,Single-cell and matched bulk sorted RNA-Seq were analyzed using RSEM to estimate transcripts per million mapped reads (TPM) for all genes.,Differentially expressed genes were identified using AltAnalyze using a FDR adjusted empirical Bayes moderated t-test p<0.05.,Genome_build: mm9,Supplementary_files_format_and_content: Tab-delimited text file of log2 (incremented by 1 before log2) TPM RSEM expression values,GPL17021,"H. Leighton,,Grimes",Lee.Grimes@cchmc.org,513-636-6089,Grimes,Immunobiology,Cincinnati Childrens Hospital Medical Center,3333 Burnet Ave. MLC 7038,Cincinnati,OH,45229,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03792592,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1072554,NONE,Fluidigm C1 protocol,GMP Progenitors,"Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",C57BL/6
Gmp.R2.11,GMP cell R2.11,GSM1721376,Public on Aug 26 2016,Jun 24 2015,May 15 2019,SRA,1,Bone Marrow,Mus musculus,cell type: GMP Progenitors,strain: C57BL/6,cdna synthesis: Fluidigm C1 protocol,"library prep: Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",total RNA,"Cells were harvested from bone marrow.  Femurs, tibias and iliac crest were harvested immediately after euthanasia and put in cold PBS+2%FBS. Bones were crushed with mortar and pestle, filtered and washed in cold PBS+2%FBS, then enriched using CD117 MicroBeads on a Automacs Pro separator (Miltenyi, San Diego, CA). CD117+ cells were stained with CD16/32-PerCp-ef710 (clone 93), CD3-biotin (clone 145-2C11), CD4-biotin (clone RM4-5), CD8-biotin (clone 53-6.7), CD11b-biotin (clone M1/70), CD19-biotin (clone 6D5), Gr1-biotin (clone RB6-8C5), Ter119-biotin (clone Ter-119) CD45R-biotin (clone RA3-6B2), CD117-APC (clone 2B8), Sca-1-Pe-Cy7 (clone D7), CD34-BV421 (clone RAM34), CD115-BV605 (clone TR15-12F1 2.2), CD135-PE (A2F10.1), CCR3-FITC (clone 83101), SiglecF (clone E50-2440) and Gr1-FITC (clone RB6-8C5). Cell sorting was performed on MoFloXDP (Beckman Coulter, Brea, CA) or BD FACSAria II with a 100μm nozzleand subjected to flow cytrometric sorting of Lin- CD117+ Sca1- CD16/32+ CD34+ cells (GMP).","cDNA was made with Clontech SMARTer® Kit “the mRNA Seq: RT + Amp (1771x), Libraries were constructed using Nextera XT DNA Library Preparation Kit",Single cells were separated using Fluidigm C1 system,10090,Lin- CD117+ Sca1- CD16/32+ CD34+,RNA reads were aligned to the reference mm9 mouse genome using Bowtie2.,Single-cell and matched bulk sorted RNA-Seq were analyzed using RSEM to estimate transcripts per million mapped reads (TPM) for all genes.,Differentially expressed genes were identified using AltAnalyze using a FDR adjusted empirical Bayes moderated t-test p<0.05.,Genome_build: mm9,Supplementary_files_format_and_content: Tab-delimited text file of log2 (incremented by 1 before log2) TPM RSEM expression values,GPL17021,"H. Leighton,,Grimes",Lee.Grimes@cchmc.org,513-636-6089,Grimes,Immunobiology,Cincinnati Childrens Hospital Medical Center,3333 Burnet Ave. MLC 7038,Cincinnati,OH,45229,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03792593,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1072555,NONE,Fluidigm C1 protocol,GMP Progenitors,"Nextera XT DNA Library Preparation Kit (Illumina Inc, Santa Clara, CA)",C57BL/6
